,dteday,hour,year,holiday,workingday,temp,atemp,hum,windspeed,casual,registered,counts,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,spring,summer,fall,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm,month
3136,2011-05-15,14,0,0,0,0.64,0.6061,0.73,0.19399999999999998,183,254,437,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
7957,2011-12-03,5,0,0,0,0.24,0.2576,0.7,0.0896,0,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12
5153,2011-08-07,15,0,0,0,0.72,0.6970000000000001,0.74,0.2985,118,208,326,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8
1708,2011-03-16,20,0,0,1,0.42,0.4242,0.54,0.2985,10,111,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
15103,2012-09-26,12,1,0,1,0.68,0.6364,0.61,0.2239,56,260,316,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
699,2011-02-01,12,0,0,1,0.2,0.2576,0.86,0.0,2,53,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
6580,2011-10-06,18,0,0,1,0.54,0.5152,0.64,0.0896,59,479,538,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10
2392,2011-04-14,14,0,0,1,0.56,0.5303,0.35,0.0896,36,101,137,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
1557,2011-03-10,8,0,0,1,0.38,0.3939,0.0,0.2836,1,43,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
3866,2011-06-15,0,0,0,1,0.56,0.5303,0.64,0.3582,8,44,52,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
6627,2011-10-08,17,0,0,0,0.62,0.6212,0.5,0.1343,174,219,393,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
5829,2011-09-05,8,0,1,0,0.66,0.6061,0.78,0.19399999999999998,45,56,101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9
8512,2011-12-26,10,0,1,0,0.34,0.2879,0.42,0.5224,31,39,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12
2333,2011-04-12,3,0,0,1,0.58,0.5455,0.56,0.1343,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4
5226,2011-08-10,16,0,0,1,0.86,0.7424,0.26,0.2985,76,206,282,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8
1218,2011-02-23,20,0,0,1,0.24,0.2424,0.6,0.1642,2,107,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
5813,2011-09-04,16,0,0,0,0.8,0.7727,0.59,0.2239,196,141,337,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
6686,2011-10-11,4,0,0,1,0.52,0.5,0.88,0.1343,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10
10836,2012-04-01,15,1,0,0,0.5,0.4848,0.55,0.2537,295,278,573,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
11109,2012-04-13,2,1,0,1,0.34,0.3333,0.49,0.19399999999999998,6,5,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
4747,2011-07-21,17,0,0,1,0.92,0.9091,0.45,0.2985,40,374,414,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
12200,2012-05-28,13,1,1,0,0.8,0.7879,0.63,0.2836,272,284,556,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5
8340,2011-12-19,4,0,0,1,0.16,0.1818,0.86,0.1343,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,12
12108,2012-05-24,17,1,0,1,0.74,0.6818,0.55,0.2836,120,678,798,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5
12879,2012-06-25,20,1,0,1,0.72,0.6515,0.3,0.4478,100,375,475,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
10676,2012-03-25,23,1,0,0,0.48,0.4697,0.82,0.1343,9,56,65,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
9726,2012-02-15,5,1,0,1,0.28,0.2879,0.7,0.1045,0,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
12946,2012-06-28,15,1,0,1,0.86,0.7273,0.25,0.3284,24,195,219,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
14637,2012-09-07,2,1,0,1,0.62,0.5758,0.83,0.0896,1,10,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9
10306,2012-03-10,12,1,0,0,0.3,0.2727,0.33,0.3284,88,241,329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
17043,2012-12-17,22,1,0,1,0.42,0.4242,0.94,0.1343,5,49,54,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,12
16815,2012-12-08,10,1,0,0,0.4,0.4091,0.87,0.1343,43,244,287,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,12
14462,2012-08-30,19,1,0,1,0.76,0.6818,0.48,0.1343,78,532,610,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
4611,2011-07-16,1,0,0,0,0.6,0.5909,0.69,0.1045,24,51,75,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
4041,2011-06-22,7,0,0,1,0.7,0.6667,0.79,0.0,23,288,311,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
9261,2012-01-26,19,1,0,1,0.4,0.4091,0.76,0.1045,11,302,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12456,2012-06-08,5,1,0,1,0.5,0.4848,0.72,0.1045,1,28,29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
9475,2012-02-04,17,1,0,0,0.3,0.2879,0.7,0.19399999999999998,13,54,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
10017,2012-02-27,10,1,0,1,0.32,0.303,0.45,0.2537,16,88,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
11062,2012-04-11,2,1,0,1,0.32,0.303,0.45,0.2836,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
2457,2011-04-17,7,0,0,0,0.36,0.3333,0.5,0.3582,2,14,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5357,2011-08-16,3,0,0,1,0.62,0.5909,0.73,0.2239,1,5,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8
13999,2012-08-11,12,1,0,0,0.76,0.7121,0.58,0.2239,214,332,546,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
13144,2012-07-06,21,1,0,1,0.82,0.7727,0.52,0.1343,77,223,300,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
12991,2012-06-30,12,1,0,0,0.88,0.7727,0.3,0.2537,143,328,471,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
700,2011-02-01,13,0,0,1,0.2,0.2576,0.86,0.0,3,49,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
2919,2011-05-06,13,0,0,1,0.58,0.5455,0.4,0.3284,71,182,253,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
10185,2012-03-05,11,1,0,1,0.26,0.2727,0.56,0.1343,17,86,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
13743,2012-07-31,20,1,0,1,0.7,0.6515,0.7,0.19399999999999998,55,397,452,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,7
7788,2011-11-26,3,0,0,0,0.3,0.3333,0.81,0.0,8,9,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,11
12383,2012-06-05,4,1,0,1,0.5,0.4848,0.82,0.19399999999999998,1,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6
9843,2012-02-20,2,1,1,0,0.24,0.2576,0.87,0.0896,1,19,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
3962,2011-06-19,0,0,0,0,0.7,0.6515,0.65,0.0,18,71,89,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
7095,2011-10-28,6,0,0,1,0.28,0.2727,0.65,0.2537,1,74,75,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10
4343,2011-07-04,21,0,1,0,0.74,0.6818,0.62,0.1045,195,262,457,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,7
11794,2012-05-11,15,1,0,1,0.62,0.6061,0.25,0.19399999999999998,140,299,439,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
4572,2011-07-14,10,0,0,1,0.7,0.6364,0.42,0.2537,32,95,127,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
15615,2012-10-17,20,1,0,1,0.5,0.4848,0.72,0.1343,54,360,414,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10
9033,2012-01-17,7,1,0,1,0.3,0.2879,0.81,0.2239,5,121,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
14680,2012-09-08,21,1,0,0,0.6,0.5606,0.83,0.1642,26,155,181,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,9
5031,2011-08-02,13,0,0,1,0.86,0.7424,0.3,0.2239,50,153,203,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8
10988,2012-04-08,0,1,0,0,0.44,0.4394,0.24,0.2239,21,64,85,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
12685,2012-06-17,18,1,0,0,0.64,0.6212,0.53,0.19399999999999998,203,310,513,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
6436,2011-09-30,18,0,0,1,0.58,0.5455,0.49,0.3582,62,449,511,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9
12064,2012-05-22,21,1,0,1,0.62,0.5909,0.78,0.1343,28,233,261,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
9108,2012-01-20,10,1,0,1,0.22,0.2121,0.44,0.2836,1,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6683,2011-10-11,1,0,0,1,0.52,0.5,0.94,0.0896,2,9,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,10
16608,2012-11-29,19,1,0,1,0.3,0.2879,0.52,0.19399999999999998,18,326,344,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
7422,2011-11-10,21,0,0,1,0.36,0.3333,0.57,0.2537,6,130,136,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,11
7649,2011-11-20,8,0,0,0,0.42,0.4242,0.71,0.2836,13,52,65,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,11
6967,2011-10-22,22,0,0,0,0.4,0.4091,0.76,0.0,30,114,144,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10
8694,2012-01-03,2,1,0,1,0.18,0.1667,0.51,0.2537,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5338,2011-08-15,8,0,0,1,0.64,0.5909,0.78,0.3284,29,326,355,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
8486,2011-12-25,7,0,0,0,0.22,0.2424,0.8,0.1045,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
9467,2012-02-04,9,1,0,0,0.24,0.2424,0.81,0.1343,16,141,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
552,2011-01-25,5,0,0,1,0.14,0.1364,0.74,0.2239,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1871,2011-03-23,18,0,0,1,0.38,0.3939,0.82,0.2537,20,218,238,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3
3940,2011-06-18,2,0,0,0,0.6,0.5455,0.88,0.0,16,37,53,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
4586,2011-07-15,0,0,0,1,0.62,0.5909,0.73,0.2239,23,57,80,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
8225,2011-12-14,9,0,0,1,0.3,0.3333,0.61,0.0,9,230,239,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,12
15388,2012-10-08,9,1,1,0,0.38,0.3939,0.66,0.1642,59,273,332,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10
6572,2011-10-06,10,0,0,1,0.52,0.5,0.52,0.0,24,105,129,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10
9971,2012-02-25,12,1,0,0,0.32,0.2727,0.29,0.6567,41,217,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
15762,2012-10-23,23,1,0,1,0.54,0.5152,0.73,0.1045,9,102,111,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10
3504,2011-05-30,22,0,1,0,0.72,0.6970000000000001,0.74,0.1642,26,80,106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5
14700,2012-09-09,17,1,0,0,0.7,0.6364,0.37,0.2537,213,458,671,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
14205,2012-08-20,2,1,0,1,0.6,0.5606,0.83,0.1642,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
5762,2011-09-02,13,0,0,1,0.68,0.6364,0.65,0.1343,72,207,279,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,9
3078,2011-05-13,4,0,0,1,0.5,0.4848,0.88,0.1642,2,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5
8487,2011-12-25,8,0,0,0,0.2,0.2121,0.8,0.1642,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
2768,2011-04-30,6,0,0,0,0.4,0.4091,0.58,0.2836,10,11,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
6129,2011-09-17,23,0,0,0,0.46,0.4545,0.82,0.1642,36,100,136,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9
7989,2011-12-04,13,0,0,0,0.4,0.4091,0.66,0.2239,88,269,357,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12
2478,2011-04-18,4,0,0,1,0.4,0.4091,0.87,0.1642,2,4,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
16410,2012-11-21,12,1,0,1,0.44,0.4394,0.41,0.19399999999999998,74,270,344,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
15297,2012-10-04,14,1,0,1,0.7,0.6515,0.61,0.2537,56,211,267,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10
1054,2011-02-16,16,0,0,1,0.46,0.4545,0.31,0.3881,26,96,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
6867,2011-10-18,17,0,0,1,0.6,0.6061,0.6,0.1343,72,553,625,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10
4927,2011-07-29,5,0,0,1,0.72,0.7121,0.84,0.0,4,23,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
16666,2012-12-02,5,1,0,0,0.26,0.303,0.93,0.0,1,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,12
11718,2012-05-08,11,1,0,1,0.6,0.6061,0.64,0.3881,60,157,217,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5
8116,2011-12-09,20,0,0,1,0.3,0.3333,0.81,0.0,10,140,150,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,12
15274,2012-10-03,15,1,0,1,0.72,0.6818,0.62,0.1642,59,260,319,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10
11024,2012-04-09,12,1,0,1,0.54,0.5152,0.28,0.7164,94,186,280,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
5907,2011-09-08,16,0,0,1,0.64,0.5606,0.94,0.2836,5,151,156,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9
5241,2011-08-11,7,0,0,1,0.66,0.6212,0.54,0.1343,15,292,307,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
16789,2012-12-07,8,1,0,1,0.3,0.2879,0.75,0.19399999999999998,11,430,441,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,12
7848,2011-11-28,16,0,0,1,0.56,0.5303,0.6,0.19399999999999998,24,240,264,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,11
887,2011-02-09,11,0,0,1,0.14,0.1515,0.43,0.1642,1,40,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
14534,2012-09-02,19,1,0,0,0.7,0.6667,0.84,0.2239,140,152,292,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9
5632,2011-08-27,14,0,0,0,0.64,0.5758,0.89,0.5522,4,19,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8
2424,2011-04-15,22,0,1,0,0.38,0.3939,0.82,0.3881,16,64,80,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
1808,2011-03-21,1,0,0,1,0.34,0.303,0.71,0.3881,1,6,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
1839,2011-03-22,9,0,0,1,0.4,0.4091,0.58,0.4627,19,159,178,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3
6261,2011-09-23,11,0,0,1,0.62,0.5152,1.0,0.1045,1,20,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,9
14148,2012-08-17,17,1,0,1,0.82,0.2424,0.36,0.3284,144,647,791,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
8575,2011-12-29,2,0,0,1,0.2,0.2273,0.51,0.1045,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12
13262,2012-07-11,19,1,0,1,0.74,0.6667,0.48,0.2239,73,560,633,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
6729,2011-10-12,23,0,0,1,0.54,0.5152,0.94,0.0896,13,41,54,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10
4650,2011-07-17,16,0,0,0,0.8,0.7273,0.46,0.2985,129,188,317,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
4441,2011-07-08,23,0,0,1,0.66,0.6061,0.78,0.0896,40,111,151,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7
1256,2011-02-25,12,0,0,1,0.54,0.5152,0.6,0.4627,20,95,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
1816,2011-03-21,10,0,0,1,0.38,0.3939,0.76,0.3881,17,45,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
2171,2011-04-05,8,0,0,1,0.38,0.3939,0.87,0.5821,9,148,157,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4
2332,2011-04-12,2,0,0,1,0.6,0.6212,0.53,0.1343,7,7,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4
5346,2011-08-15,16,0,0,1,0.74,0.6818,0.55,0.3284,58,225,283,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
11318,2012-04-21,19,1,0,0,0.56,0.5303,0.73,0.4925,9,45,54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4
16711,2012-12-04,2,1,0,1,0.42,0.4242,0.88,0.0896,3,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,12
7888,2011-11-30,8,0,0,1,0.28,0.2727,0.81,0.19399999999999998,13,465,478,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11
12693,2012-06-18,2,1,0,1,0.54,0.5152,0.77,0.2239,3,6,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
6752,2011-10-13,22,0,0,1,0.62,0.5758,0.83,0.19399999999999998,13,101,114,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10
7272,2011-11-04,15,0,0,1,0.46,0.4545,0.44,0.3881,45,192,237,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,11
7408,2011-11-10,7,0,0,1,0.38,0.3939,0.94,0.1642,6,266,272,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,11
9073,2012-01-18,23,1,0,1,0.16,0.1364,0.47,0.2985,2,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3675,2011-06-07,1,0,0,1,0.62,0.6061,0.69,0.1343,2,2,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6
303,2011-01-14,2,0,0,1,0.1,0.1212,0.54,0.1343,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9458,2012-02-04,0,1,0,0,0.26,0.2727,0.7,0.1045,10,76,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
10189,2012-03-05,15,1,0,1,0.3,0.2879,0.53,0.19399999999999998,20,110,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
14539,2012-09-03,0,1,1,0,0.66,0.5909,0.94,0.0,42,62,104,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9
5326,2011-08-14,20,0,0,0,0.7,0.6667,0.84,0.1642,67,126,193,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
901,2011-02-10,1,0,0,1,0.14,0.1515,0.8,0.1343,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1699,2011-03-16,11,0,0,1,0.36,0.3485,0.81,0.1343,13,62,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
11221,2012-04-17,18,1,0,1,0.64,0.6061,0.25,0.2836,105,670,775,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
3376,2011-05-25,14,0,0,1,0.74,0.6818,0.55,0.1642,47,121,168,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
3490,2011-05-30,8,0,1,0,0.66,0.5909,0.89,0.1045,36,58,94,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5
8,2011-01-01,8,0,0,0,0.24,0.2879,0.75,0.0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2043,2011-03-31,0,0,0,1,0.24,0.2273,0.93,0.2239,0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3
12786,2012-06-21,23,1,0,1,0.8,0.7727,0.59,0.0896,12,134,146,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
17239,2012-12-26,4,1,0,1,0.22,0.19699999999999998,0.69,0.3582,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12
15219,2012-10-01,8,1,0,1,0.46,0.4545,0.77,0.1045,40,744,784,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,10
5716,2011-08-31,15,0,0,1,0.74,0.6515,0.4,0.1343,34,138,172,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8
848,2011-02-07,19,0,0,1,0.32,0.3485,0.7,0.0,5,123,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
12967,2012-06-29,12,1,0,1,0.92,0.8788,0.4,0.2537,53,173,226,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6
